Product_Code,Warehouse,mean_demand,sigma,SS,ROP
Product_0304,Whse_S,480.525,370.3896068971643,863.0077840703929,1343.5327840703928
Product_0305,Whse_J,58.91891891891892,77.59523839141818,180.79690545200435,239.71582437092326
Product_0308,Whse_S,49.90243902439025,55.01990770532462,128.19638495340638,178.09882397779663
Product_0310,Whse_J,40.48780487804878,50.336925785758666,117.2850370808177,157.77284195886648
Product_0314,Whse_J,57.80952380952381,63.56146942047252,148.09822374970096,205.9077475592248
Product_0318,Whse_J,43.58536585365854,44.84137353480382,104.48040033609291,148.06576618975146
Product_0319,Whse_A,54.833333333333336,120.23213658031146,280.1408782321257,334.97421156545903
Product_0320,Whse_A,484.2105263157895,579.5239021959096,1350.2906921164695,1834.501218432259
Product_0321,Whse_A,235.2941176470588,273.7270001082014,637.7839102521093,873.0780278991681
Product_0321,Whse_S,566.6666666666666,545.4356057317857,1270.8649613550608,1837.5316280217276
Product_0324,Whse_J,9.842105263157896,12.535563444743637,29.207862826252676,39.04996808941057
Product_0325,Whse_S,87.48936170212765,72.98953836306463,170.0656243859406,257.55498608806823
Product_0326,Whse_A,18.105263157894736,31.139433133485625,72.5548792010215,90.66014235891625
Product_0327,Whse_J,8.19047619047619,10.017638335281049,23.341097321204845,31.531573511681035
Product_0328,Whse_J,5.2727272727272725,3.3193646708642635,7.734119683113734,13.006846955841006
Product_0329,Whse_J,24.19047619047619,34.896445445946284,81.30871788905485,105.49919407953104
Product_0330,Whse_A,20.551724137931036,24.967959764032084,58.17534625019476,78.7270703881258
Product_0331,Whse_J,10.666666666666666,11.786291472158096,27.462059130128363,38.12872579679503
Product_0333,Whse_A,21.977272727272727,14.875434152528646,34.65976157539175,56.637034302664475
Product_0333,Whse_S,393.79545454545456,310.63135854110243,723.7710654007686,1117.5665199462233
Product_0334,Whse_J,13.073170731707316,15.177928455330193,35.36457330091935,48.43774403262667
Product_0337,Whse_S,61.5609756097561,71.64357918909684,166.92953951059565,228.49051512035174
Product_0339,Whse_J,23.813953488372093,25.93880693914731,60.43742016821323,84.25137365658532
Product_0340,Whse_J,35.56818181818182,42.29321663531308,98.54319476027948,134.1113765784613
Product_0342,Whse_A,12.870967741935484,14.284588281276832,33.28309069537502,46.15405843731051
Product_0342,Whse_C,34.36666666666667,67.74622184825249,157.8486969064283,192.21536357309498
Product_0342,Whse_S,109.04545454545455,153.26431865965148,357.10586247698797,466.1513170224425
Product_0343,Whse_S,31.916666666666668,42.756035497091766,99.62156270822382,131.53822937489048
Product_0346,Whse_J,18.551724137931036,17.895702211298328,41.6969861523251,60.24871029025614
Product_0349,Whse_J,35.416666666666664,33.717629979412415,78.56207785203092,113.9787445186976
Product_0350,Whse_J,7.447368421052632,6.012138030554128,14.00828161119112,21.455650032243753
Product_0352,Whse_A,7.2105263157894735,7.0563672406149545,16.441335670632846,23.65186198642232
Product_0352,Whse_S,55.19047619047619,64.605458538257,150.5307183941388,205.72119458461498
Product_0353,Whse_S,559.3333333333334,364.4361038081507,849.1361218729911,1408.4694552063245
Product_0354,Whse_S,69.3913043478261,60.00758406174619,139.81767086386864,209.20897521169474
Product_0358,Whse_J,1777.7777777777778,1437.1358589653878,3348.5265513893537,5126.304329167131
Product_0359,Whse_J,2615.7894736842104,1548.480673970721,3607.95997035178,6223.749444035991
Product_0363,Whse_J,3.317073170731707,2.453966425913809,5.717741772379175,9.034814943110883
Product_0364,Whse_A,12.511627906976743,11.927104172995573,27.790152723079686,40.30178063005643
Product_0365,Whse_J,7.615384615384615,8.203386286083598,19.113890046574785,26.7292746619594
Product_0368,Whse_C,2383.3333333333335,2996.2140862386173,6981.178820935978,9364.512154269312
Product_0368,Whse_S,11609.756097560976,13535.837707324376,31538.501858065796,43148.257955626774
Product_0369,Whse_J,137.5,119.89578808281799,279.35718623296594,416.85718623296594
Product_0370,Whse_J,270.0,201.97302653640625,470.5971518298266,740.5971518298265
Product_0371,Whse_S,3552.6315789473683,2806.338081586929,6538.767730097545,10091.399309044913
Product_0372,Whse_S,15666.666666666666,17809.448913097658,41496.015967517546,57162.68263418421
Product_0374,Whse_C,5645.1612903225805,5980.793632380094,13935.24916344562,19580.4104537682
Product_0375,Whse_J,185.2941176470588,352.37923178679586,821.0436100632344,1006.3377277102932
Product_0377,Whse_J,229.41176470588235,164.27879437602385,382.7695908961356,612.1813556020179
Product_0380,Whse_J,840.0,1050.4699802884325,2447.595054072048,3287.595054072048
Product_0381,Whse_S,8702.702702702703,7964.730813840286,18557.822796247867,27260.52549895057
Product_0382,Whse_J,510.2564102564103,429.07174703371476,999.7371705885554,1509.9935808449657
Product_0383,Whse_S,160.0,189.73665961010275,442.08641689153944,602.0864168915394
Product_0386,Whse_J,332.14285714285717,294.4594186069605,686.090445354218,1018.2333024970751
Product_0391,Whse_S,10176.470588235294,8596.93598777475,20030.860851515168,30207.331439750462
Product_0392,Whse_S,5232.558139534884,3809.994433831239,8877.287030826787,14109.84517036167
Product_0393,Whse_J,5.055555555555555,4.7385618339289675,11.040849073054494,16.09640462861005
Product_0395,Whse_J,30.155555555555555,38.2099199135248,89.02911339851279,119.18466895406834
Product_0396,Whse_J,10.75609756097561,10.03937370507961,23.391740732835494,34.147838293811105
Product_0402,Whse_J,41.026315789473685,44.91282056300415,104.64687191179968,145.67318770127338
Product_0403,Whse_S,85.35483870967742,77.4241772691609,180.39833303714488,265.7531717468223
Product_0404,Whse_S,757.7872340425532,578.6643893360481,1348.288027152992,2106.0752611955454
Product_0405,Whse_S,116.0,133.5871393867082,311.2580347710301,427.2580347710301
Product_0411,Whse_S,11333.333333333334,16756.726374440765,39043.17245244698,50376.50578578032
Product_0412,Whse_S,35.270270270270274,30.958438670658524,72.13316210263436,107.40343237290463
Product_0414,Whse_A,2966.6666666666665,2990.8926086523447,6968.779778159964,9935.44644482663
Product_0416,Whse_A,2646.5116279069766,2431.3771168589587,5665.108682281374,8311.620310188351
Product_0417,Whse_A,4132.558139534884,2840.2482227399437,6617.778358984069,10750.336498518953
Product_0423,Whse_A,2054.1666666666665,3280.6387456881234,7643.888277453328,9698.054944119995
Product_0426,Whse_A,2198.6111111111113,1865.532712548162,4346.691220237218,6545.302331348329
Product_0428,Whse_A,1188.4615384615386,1448.95187582664,3376.057870676071,4564.51940913761
Product_0429,Whse_J,208.33333333333334,131.13721705515064,305.549715738501,513.8830490718343
Product_0430,Whse_J,56.92307692307692,59.17899835375592,137.8870661642513,194.81014308732824
Product_0432,Whse_A,17.5,35.243912003824626,82.11831496891138,99.61831496891138
Product_0432,Whse_J,6.333333333333333,7.874007874011809,18.346438346447517,24.67977167978085
Product_0432,Whse_S,14.222222222222221,12.280323660488317,28.61315412893778,42.83537635116
Product_0434,Whse_S,488.3225806451613,597.6045731137369,1392.418655355007,1880.7412360001683
Product_0435,Whse_S,371.03225806451616,481.04909547577836,1120.8443924585636,1491.8766505230797
Product_0437,Whse_A,160.25,202.43908548828543,471.6830691877051,631.9330691877051
Product_0437,Whse_S,201.5,164.84018234121712,384.0776248550359,585.5776248550359
Product_0438,Whse_S,14.75,17.346949779908474,40.41839298718675,55.16839298718675
Product_0439,Whse_C,411.0952380952381,420.02665448301076,978.6621049454151,1389.7573430406533
Product_0439,Whse_S,102.93333333333334,196.34680202811214,457.4880487255013,560.4213820588346
Product_0440,Whse_S,59.714285714285715,66.63761271662895,155.26563762974547,214.9799233440312
Product_0441,Whse_S,334.0,515.990697590567,1202.2583253860212,1536.2583253860212
Product_0442,Whse_A,10.222222222222221,10.28737407502406,23.96958159480606,34.19180381702828
Product_0443,Whse_J,82.5,107.34086349387059,250.10421194071847,332.60421194071847
Product_0443,Whse_S,151.80434782608697,188.53300560617643,439.2819030623911,591.086250888478
Product_0444,Whse_J,80.42105263157895,146.90485045674734,342.2883015642213,422.70935419580024
Product_0444,Whse_S,67.39473684210526,55.83495924824519,130.0954550484113,197.49019189051657
Product_0445,Whse_C,33.83783783783784,52.05473268777004,121.2875271625042,155.12536500034204
Product_0445,Whse_S,126.54545454545455,165.60143445978184,385.8513422912917,512.3967968367463
Product_0446,Whse_J,14.702702702702704,12.531881265318788,29.199283348192775,43.90198605089548
Product_0447,Whse_J,32.34285714285714,62.38586890198343,145.3590745416214,177.70193168447855
Product_0448,Whse_J,88.825,121.58481001194609,283.2926073278344,372.1176073278344
Product_0449,Whse_J,14.285714285714286,15.353810465103418,35.774378383690966,50.06009266940525
Product_0450,Whse_J,13.891891891891891,13.046463513543056,30.39825998655532,44.29015187844721
Product_0453,Whse_S,270.7916666666667,212.3204080482111,494.7065507523319,765.4982174189986
Product_0454,Whse_A,20.4390243902439,24.673922246460734,57.49023883425351,77.92926322449742
Product_0454,Whse_J,35.76315789473684,40.43041015663648,94.20285566496301,129.96601355969986
Product_0454,Whse_S,131.9090909090909,186.40538695951474,434.32455161566935,566.2336425247603
Product_0455,Whse_J,66.6969696969697,139.3306509818651,324.64041678774566,391.33738648471535
Product_0455,Whse_S,80.65,110.13454475648388,256.6134892826074,337.26348928260745
Product_0457,Whse_J,13.795454545454545,11.06130810518746,25.772847885086783,39.56830243054133
Product_0460,Whse_A,17.069767441860463,16.477105832375283,38.39165658943441,55.461424031294875
Product_0460,Whse_J,16.58823529411765,13.355985659664974,31.11944658701939,47.707681881137034
Product_0460,Whse_S,116.91304347826087,126.46489650614187,294.66320885931054,411.5762523375714
Product_0461,Whse_J,16.675,21.266788240147644,49.55161659954401,66.22661659954402
Product_0462,Whse_J,33.166666666666664,26.303689056309466,61.28759550120106,94.45426216786772
Product_0464,Whse_J,26.375,24.400307375113123,56.85271618401358,83.22771618401359
Product_0464,Whse_S,149.8695652173913,200.55562915678394,467.2946159353066,617.1641811526979
Product_0469,Whse_C,570.0,511.03609925018225,1190.7141112529246,1760.7141112529246
Product_0469,Whse_J,772.5,739.7114822165984,1723.5277535646742,2496.027753564674
Product_0470,Whse_S,7093.023255813953,15223.046365373239,35469.69803131965,42562.7212871336
Product_0471,Whse_C,60.282051282051285,169.66312577667864,395.3150830596612,455.5971343417125
Product_0471,Whse_J,9.61111111111111,9.472600420695402,22.071158980220286,31.682270091331397
Product_0471,Whse_S,37.72727272727273,48.19503189505897,112.2944243154874,150.02169704276014
Product_0472,Whse_J,26.285714285714285,37.365880950854745,87.06250261549155,113.34821690120583
Product_0473,Whse_J,8.590909090909092,14.341611422075909,33.41595461343687,42.00686370434596
Product_0474,Whse_A,4.125,4.077871044805674,9.501439534397221,13.626439534397221
Product_0474,Whse_J,12.73913043478261,20.611597334123125,48.02502178850688,60.76415222328949
Product_0475,Whse_J,733.3333333333334,305.50504633038935,711.8267579498072,1445.1600912831404
Product_0476,Whse_J,670.0,537.8971401051815,1253.3003364450728,1923.3003364450728
Product_0476,Whse_S,897.1428571428571,1335.1549181507683,3110.91095929129,4008.053816434147
Product_0477,Whse_C,2848.8888888888887,3936.116118842291,9171.15055690254,12020.039445791428
Product_0480,Whse_S,4.944444444444445,5.373926401368022,12.521248515187493,17.465692959631937
Product_0481,Whse_J,23.857142857142858,22.334470475669924,52.03931620831093,75.89645906545378
Product_0482,Whse_J,8.951219512195122,8.185203783389253,19.07152481529696,28.022744327492084
Product_0483,Whse_J,9.166666666666666,8.183316361150085,19.0671271214797,28.233793788146365
Product_0484,Whse_A,50.0,43.42481186734475,101.17981165091327,151.17981165091328
Product_0486,Whse_J,166.0,278.5375340860488,648.9924544204938,814.9924544204938
Product_0486,Whse_S,3010.659574468085,4745.4656585390785,11056.934984396054,14067.594558864139
Product_0487,Whse_A,76.08571428571429,62.18443697325459,144.8897381476832,220.9754524333975
Product_0487,Whse_J,26.62162162162162,25.36987644098076,59.11181210748517,85.73343372910679
Product_0487,Whse_S,630.046511627907,741.962743047705,1728.7731913011526,2358.8197029290595
Product_0488,Whse_J,70.60606060606061,71.7608612833013,167.202806790092,237.8088673961526
Product_0490,Whse_J,80.0,109.29751116080341,254.66320100467195,334.6632010046719
Product_0491,Whse_S,75.3125,65.63962096497458,152.94031684839078,228.25281684839078
Product_0494,Whse_J,12.931034482758621,15.46870350667243,36.042079170546764,48.97311365330538
Product_0496,Whse_A,12.457142857142857,14.583114444135598,33.978656654835945,46.4357995119788
Product_0496,Whse_S,23.128205128205128,22.53789730908165,52.513300730160246,75.64150585836538
Product_0498,Whse_J,11.333333333333334,13.063273816582791,30.437427992637904,41.770761325971236
Product_0499,Whse_J,9.0,8.453603647802892,19.69689649938074,28.69689649938074
Product_0500,Whse_J,5.081081081081081,4.258184135536195,9.921569035799333,15.002650116880414
Product_0503,Whse_S,94.85106382978724,78.3611978966643,182.5815910992278,277.43265492901503
Product_0504,Whse_J,16.928571428571427,28.688735664141223,66.84475409744906,83.77332552602049
Product_0505,Whse_J,88.52941176470588,130.4698351980763,303.9947160115178,392.52412777622374
Product_0505,Whse_S,50.11904761904762,59.28484459852154,138.1336879145552,188.25273553360282
Product_0506,Whse_A,100.0,0.0,0.0,100.0
Product_0507,Whse_A,35.6764705882353,95.39510202413999,222.27058771624618,257.94705830448146
Product_0508,Whse_J,29.733333333333334,23.879060362784877,55.638210645288765,85.3715439786221
Product_0508,Whse_S,59.57692307692308,64.13933150691426,149.44464241111024,209.02156548803333
Product_0510,Whse_J,120.0,203.73184990733938,474.69521028410077,594.6952102841008
